model,policy,category,field,snippet,found
deepseek__deepseek-v3-2,snapchat,behavioral_data,collected.policy_snippet,"This includes usage information (information about how you interact with our Services — for example, which Lenses you view and apply, your premium subscriptions, Stories you watch, and how often you interact with other Snapchatters) and content information (information about content you create or provide, your engagement with the camera and creative tools, your interactions with My AI, and metadata — for example, information about the content itself like the date and time it was posted and who viewed it).",true
deepseek__deepseek-v3-2,snapchat,behavioral_data,stored.policy_snippet,"As a general rule, we keep information as long as you tell us to, and otherwise as long as we need it to provide our Services, or as required by law.",true
deepseek__deepseek-v3-2,snapchat,behavioral_data,shared.policy_snippet,"We share your information with our service providers, who process that information on our behalf. For example, we rely on such Service Providers to facilitate payments, measure and optimize the performance of ads, or protect the services.",true
deepseek__deepseek-v3-2,snapchat,behavioral_data,retention_policy.policy_snippet_deletion,"Snaps and Chats sent in Snapchat will be deleted by default from our servers within 24 hours after we detect they’ve been opened by all recipients or have expired, unless you’ve changed your default settings or decide to save something, in which case we will honor your choices.",true
deepseek__deepseek-v3-2,snapchat,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,tiktok,biometric_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,biometric_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,biometric_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,biometric_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,tiktok,biometric_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,tiktok,health_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,health_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,health_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,health_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,tiktok,health_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,tiktok,physiological_data,collected.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,physiological_data,stored.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,physiological_data,shared.policy_snippet,,empty
deepseek__deepseek-v3-2,tiktok,physiological_data,retention_policy.policy_snippet_deletion,,empty
deepseek__deepseek-v3-2,tiktok,physiological_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,tiktok,physical_data,collected.policy_snippet,"We collect the content you create, import, upload or publish through the Platform, such as photographs, videos, audio recordings, livestreams, comments, hashtags, feedback, reviews, and the associated metadata (such as when, where, and by whom the content was created).",true
deepseek__deepseek-v3-2,tiktok,physical_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
deepseek__deepseek-v3-2,tiktok,physical_data,shared.policy_snippet,"Based on your privacy settings, your information, including your Account Information, User Content, and Usage Information may be visible to other users and the public.",true
deepseek__deepseek-v3-2,tiktok,physical_data,retention_policy.policy_snippet_deletion,"You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information.",true
deepseek__deepseek-v3-2,tiktok,physical_data,retention_policy.policy_snippet_inactivity,,empty
deepseek__deepseek-v3-2,tiktok,behavioral_data,collected.policy_snippet,"We collect information about how you engage with the Platform, including information about how you interact with content and ads, the duration and frequency of your use, your engagement with other users, and your search history.",true
deepseek__deepseek-v3-2,tiktok,behavioral_data,stored.policy_snippet,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
deepseek__deepseek-v3-2,tiktok,behavioral_data,shared.policy_snippet,"We share Information You Provide, Technical Information and Usage Information with third party measurement providers who create aggregate reports that help us measure advertising served on the Platform and help our advertisers understand their effectiveness and their audience.",true
deepseek__deepseek-v3-2,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,"You can delete or ask us to delete your information. In-app controls enable you to: delete the content posted on your account, such as your User Content and your Account Information. delete your full account.",true
deepseek__deepseek-v3-2,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,amazon,biometric_data,collected.policy_snippet,"If you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work. Similarly, if you delete the voice recordings Alexa used to create your voice ID (by, for example, choosing to have your Alexa voice recordings deleted automatically after 3 or 18 months), voice ID may not work.",false
google__gemini-3-1-flash-lite-preview,amazon,biometric_data,stored.policy_snippet,"If you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",false
google__gemini-3-1-flash-lite-preview,amazon,biometric_data,shared.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,amazon,biometric_data,retention_policy.policy_snippet_deletion,"If you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",false
google__gemini-3-1-flash-lite-preview,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,amazon,health_data,collected.policy_snippet,Please read our Additional State-Specific Privacy Disclosures and Consumer Health Data Privacy Disclosure for additional information about the processing of your personal data and your rights under applicable U.S. state data privacy laws.,true
google__gemini-3-1-flash-lite-preview,amazon,health_data,stored.policy_snippet,Please read our Additional State-Specific Privacy Disclosures and Consumer Health Data Privacy Disclosure for additional information about the processing of your personal data and your rights under applicable U.S. state data privacy laws.,true
google__gemini-3-1-flash-lite-preview,amazon,health_data,shared.policy_snippet,,empty
google__gemini-3-1-flash-lite-preview,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
google__gemini-3-1-flash-lite-preview,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,amazon,physiological_data,collected.policy_snippet,"You can also configure supported Echo devices to detect specific sounds, such as the sound of smoke alarms, carbon monoxide alarms, and glass breaking.",true
google__gemini-3-1-flash-lite-preview,amazon,physiological_data,stored.policy_snippet,"When you request deletion, we begin the process of securely deleting your data from Amazon’s cloud storage systems.",true
google__gemini-3-1-flash-lite-preview,amazon,physiological_data,shared.policy_snippet,We share customers' personal information related to those transactions with that third party.,false
google__gemini-3-1-flash-lite-preview,amazon,physiological_data,retention_policy.policy_snippet_deletion,"You can delete certain data associated with your account. For instance, you can delete your voice recordings, text transcripts of those recordings, and typed requests to Alexa, as well as information Alexa receives from third-party smart home devices, using settings available in the Alexa app or at https://www.amazon.com/alexaprivacysettings.",true
google__gemini-3-1-flash-lite-preview,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,amazon,physical_data,collected.policy_snippet,"Our physical stores may use cameras, computer vision, sensors, and other technology to gather information about your activity in the store, such as the products and services you interact with.",true
google__gemini-3-1-flash-lite-preview,amazon,physical_data,stored.policy_snippet,"We maintain physical, electronic, and procedural safeguards in connection with the collection, storage, and disclosure of customer personal information.",true
google__gemini-3-1-flash-lite-preview,amazon,physical_data,shared.policy_snippet,"We release account and other personal information when we believe release is appropriate to comply with the law; enforce or apply our Conditions of Use and other agreements; or protect the rights, property, or safety of Amazon, our users, or others.",true
google__gemini-3-1-flash-lite-preview,amazon,physical_data,retention_policy.policy_snippet_deletion,"In addition, to the extent required by applicable law, you may have the right to request access to or delete your personal information.",true
google__gemini-3-1-flash-lite-preview,amazon,physical_data,retention_policy.policy_snippet_inactivity,,empty
google__gemini-3-1-flash-lite-preview,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
google__gemini-3-1-flash-lite-preview,amazon,behavioral_data,stored.policy_snippet,We automatically collect and store certain types of information about your use of Amazon Services,true
